Iteration;Cross_Validation_Performance;ML_Algorithms_and_Parameters;generation;mutation;crossover;predecessor;operator
0;0.7491481481;GaussianNB(StandardScaler(input_matrix));0;0;0;('ROOT',);2
1;0.7415483483;LogisticRegression(MultinomialNB(input_matrix, MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=True), LogisticRegression__C=20.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2);0;0;0;('ROOT',);2
2;0.7491481481;GaussianNB(input_matrix);0;0;0;('ROOT',);1
3;0.7415483483;MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True);0;0;0;('ROOT',);1
4;0.7505489489;KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
5;0.7445487487;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);1
6;0.7431481481;BernoulliNB(input_matrix, BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=True);0;0;0;('ROOT',);1
7;0.7387475475;KNeighborsClassifier(GaussianNB(input_matrix), KNeighborsClassifier__n_neighbors=27, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
8;0.7415483483;MultinomialNB(input_matrix, MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=True);0;0;0;('ROOT',);1
9;0.7471487487;KNeighborsClassifier(BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=True), KNeighborsClassifier__n_neighbors=46, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
10;0.7463477477;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=43, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);1
11;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False);0;0;0;('ROOT',);1
12;0.7505489489;DecisionTreeClassifier(MaxAbsScaler(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=19);0;0;0;('ROOT',);2
13;0.7491481481;GaussianNB(RobustScaler(input_matrix));0;0;0;('ROOT',);2
14;0.7505489489;DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=14);0;0;0;('ROOT',);2
15;0.6483369369;MultinomialNB(LogisticRegression(input_matrix, LogisticRegression__C=5.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2), MultinomialNB__alpha=10.0, MultinomialNB__fit_prior=False);0;0;0;('ROOT',);2
16;0.7431481481;BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=True);0;0;0;('ROOT',);1
17;0.7415483483;MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=True);0;0;0;('ROOT',);1
18;0.6467371371;MultinomialNB(input_matrix, MultinomialNB__alpha=100.0, MultinomialNB__fit_prior=False);0;0;0;('ROOT',);1
19;0.7489489489;DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14);0;0;0;('ROOT',);2
20;0.6483369369;GaussianNB(CombineDFs(input_matrix, input_matrix));0;0;0;('ROOT',);1
21;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=11);0;0;0;('ROOT',);1
22;0.7415483483;DecisionTreeClassifier(KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=3, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=1, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=16);0;0;0;('ROOT',);2
23;0.7479481481;GaussianNB(PCA(input_matrix, PCA__iterated_power=8, PCA__svd_solver=randomized));0;0;0;('ROOT',);2
24;0.7505489489;DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12);0;0;0;('ROOT',);2
25;0.7415483483;DecisionTreeClassifier(SelectPercentile(input_matrix, SelectPercentile__percentile=38), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10);0;0;0;('ROOT',);2
26;0.7431481481;MultinomialNB(ZeroCount(input_matrix), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=True);0;0;0;('ROOT',);2
27;0.7487489489;KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.046), KNeighborsClassifier__n_neighbors=89, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
28;0.7455477477;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);1
29;0.7505489489;DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.025), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=10, DecisionTreeClassifier__min_samples_split=20);0;0;0;('ROOT',);2
30;0.7415483483;DecisionTreeClassifier(SelectPercentile(input_matrix, SelectPercentile__percentile=66), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=5, DecisionTreeClassifier__min_samples_leaf=2, DecisionTreeClassifier__min_samples_split=20);0;0;0;('ROOT',);2
31;0.7415483483;LogisticRegression(input_matrix, LogisticRegression__C=0.5, LogisticRegression__dual=False, LogisticRegression__penalty=l2);0;0;0;('ROOT',);1
32;0.7431481481;BernoulliNB(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True), BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=True);0;0;0;('ROOT',);2
33;0.7379477477;KNeighborsClassifier(KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=9, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform), KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
34;0.6483369369;MultinomialNB(ZeroCount(input_matrix), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=False);0;0;0;('ROOT',);2
35;0.7431481481;LogisticRegression(ZeroCount(input_matrix), LogisticRegression__C=1.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2);0;0;0;('ROOT',);2
36;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False);0;0;0;('ROOT',);1
37;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19);0;0;0;('ROOT',);1
38;0.7505489489;DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16);0;0;0;('ROOT',);2
39;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=11);0;0;0;('ROOT',);1
40;0.6467371371;MultinomialNB(input_matrix, MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=False);0;0;0;('ROOT',);1
41;0.7487489489;KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.025), KNeighborsClassifier__n_neighbors=87, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);0;0;0;('ROOT',);2
42;0.7415483483;GaussianNB(SelectPercentile(input_matrix, SelectPercentile__percentile=76));0;0;0;('ROOT',);2
43;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7);0;0;0;('ROOT',);1
44;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=6, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=14);1;1;0;('MultinomialNB(input_matrix, MultinomialNB__alpha=100.0, MultinomialNB__fit_prior=False)',);1
45;0.7415483483;MultinomialNB(Normalizer(input_matrix, Normalizer__norm=max), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True);1;1;0;('MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True)',);2
46;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=7);1;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=11)',);1
47;0.7455477477;KNeighborsClassifier(MinMaxScaler(input_matrix), KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);2
48;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10);1;1;0;('DecisionTreeClassifier(SelectPercentile(input_matrix, SelectPercentile__percentile=38), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10)',);1
49;0.7463477477;KNeighborsClassifier(CombineDFs(input_matrix, input_matrix), KNeighborsClassifier__n_neighbors=43, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=43, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);1
50;0.7505489489;DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.025), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=6, DecisionTreeClassifier__min_samples_split=20);1;1;0;('DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.025), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=10, DecisionTreeClassifier__min_samples_split=20)',);2
51;0.7487489489;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=89, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.046), KNeighborsClassifier__n_neighbors=89, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);1
52;0.7445477477;KNeighborsClassifier(RobustScaler(input_matrix), KNeighborsClassifier__n_neighbors=27, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(GaussianNB(input_matrix), KNeighborsClassifier__n_neighbors=27, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);2
53;0.7415483483;MultinomialNB(input_matrix, MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=True);1;1;0;('MultinomialNB(ZeroCount(input_matrix), MultinomialNB__alpha=0.1, MultinomialNB__fit_prior=True)',);1
54;0.6483369369;GaussianNB(MultinomialNB(input_matrix, MultinomialNB__alpha=10.0, MultinomialNB__fit_prior=True));1;1;0;('GaussianNB(input_matrix)',);2
55;0.7431481481;BernoulliNB(input_matrix, BernoulliNB__alpha=100.0, BernoulliNB__fit_prior=True);1;1;0;('BernoulliNB(input_matrix, BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=True)',);1
56;0.7491481481;GaussianNB(StandardScaler(MinMaxScaler(input_matrix)));1;1;0;('GaussianNB(StandardScaler(input_matrix))',);3
57;0.6483369369;GaussianNB(CombineDFs(input_matrix, VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.01)));1;1;0;('GaussianNB(CombineDFs(input_matrix, input_matrix))',);2
58;0.7319369369;KNeighborsClassifier(Normalizer(input_matrix, Normalizer__norm=l1), KNeighborsClassifier__n_neighbors=43, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=43, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);2
59;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=5, DecisionTreeClassifier__min_samples_leaf=2, DecisionTreeClassifier__min_samples_split=20);1;1;0;('DecisionTreeClassifier(SelectPercentile(input_matrix, SelectPercentile__percentile=66), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=5, DecisionTreeClassifier__min_samples_leaf=2, DecisionTreeClassifier__min_samples_split=20)',);1
60;0.6483369369;BernoulliNB(RBFSampler(input_matrix, RBFSampler__gamma=0.35000000000000003), BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False);1;1;0;('BernoulliNB(input_matrix, BernoulliNB__alpha=0.1, BernoulliNB__fit_prior=False)',);2
61;0.7505489489;DecisionTreeClassifier(PCA(input_matrix, PCA__iterated_power=7, PCA__svd_solver=randomized), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19);1;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19)',);2
62;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=4, DecisionTreeClassifier__min_samples_leaf=19, DecisionTreeClassifier__min_samples_split=10);1;1;0;('GaussianNB(input_matrix)',);1
63;0.6467371371;BernoulliNB(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=False), BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=True);1;1;0;('BernoulliNB(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True), BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=True)',);2
64;0.7479481481;GaussianNB(PCA(input_matrix, PCA__iterated_power=5, PCA__svd_solver=randomized));1;1;0;('GaussianNB(PCA(input_matrix, PCA__iterated_power=8, PCA__svd_solver=randomized))',);2
65;0.7445487487;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);1
66;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=1.0, BernoulliNB__fit_prior=False);1;1;0;('MultinomialNB(input_matrix, MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=True)',);1
67;0.7415483483;DecisionTreeClassifier(StandardScaler(input_matrix), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=1, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=9);1;1;0;('GaussianNB(StandardScaler(input_matrix))',);2
68;0.7489489489;DecisionTreeClassifier(ZeroCount(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False)), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14);1;1;0;('DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=2, DecisionTreeClassifier__min_samples_leaf=15, DecisionTreeClassifier__min_samples_split=14)',);3
69;0.7415483483;GaussianNB(SelectPercentile(MinMaxScaler(input_matrix), SelectPercentile__percentile=76));1;1;0;('GaussianNB(SelectPercentile(input_matrix, SelectPercentile__percentile=76))',);3
70;0.7491481481;GaussianNB(PCA(RobustScaler(input_matrix), PCA__iterated_power=6, PCA__svd_solver=randomized));1;1;0;('GaussianNB(RobustScaler(input_matrix))',);3
71;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7);1;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=10, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=7)',);1
72;0.6483369369;GaussianNB(CombineDFs(input_matrix, VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.0001)));1;1;0;('GaussianNB(CombineDFs(input_matrix, input_matrix))',);2
73;0.7505489489;DecisionTreeClassifier(RobustScaler(input_matrix), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19);1;1;0;('DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=17, DecisionTreeClassifier__min_samples_split=19)',);2
74;0.6483369369;BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=False);1;0;1;('BernoulliNB(input_matrix, BernoulliNB__alpha=0.001, BernoulliNB__fit_prior=False)', 'KNeighborsClassifier(BernoulliNB(input_matrix, BernoulliNB__alpha=0.01, BernoulliNB__fit_prior=True), KNeighborsClassifier__n_neighbors=46, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)');1
75;0.7455477477;KNeighborsClassifier(VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.0001), KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);2
76;0.7431481481;BernoulliNB(input_matrix, BernoulliNB__alpha=10.0, BernoulliNB__fit_prior=True);1;1;0;('MultinomialNB(input_matrix, MultinomialNB__alpha=100.0, MultinomialNB__fit_prior=False)',);1
77;0.7505489489;DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=16);1;0;1;('DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=14)', 'DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16)');2
78;0.6467371371;GaussianNB(Normalizer(input_matrix, Normalizer__norm=l1));1;1;0;('GaussianNB(input_matrix)',);2
79;0.7439477477;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=9, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform), KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);1
80;0.7505489489;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);1
81;0.7379477477;KNeighborsClassifier(KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=9, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform), KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=uniform);1;1;0;('KNeighborsClassifier(KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=9, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform), KNeighborsClassifier__n_neighbors=29, KNeighborsClassifier__p=2, KNeighborsClassifier__weights=distance)',);2
82;0.7415483483;MultinomialNB(SelectPercentile(input_matrix, SelectPercentile__percentile=29), MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True);1;1;0;('MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True)',);2
83;0.6483369369;GaussianNB(RBFSampler(input_matrix, RBFSampler__gamma=0.2));1;1;0;('GaussianNB(RobustScaler(input_matrix))',);2
84;0.7415483483;DecisionTreeClassifier(VarianceThreshold(input_matrix, VarianceThreshold__threshold=0.2), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=14);1;1;0;('DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=14)',);2
85;0.7491481481;GaussianNB(MaxAbsScaler(input_matrix));1;1;0;('DecisionTreeClassifier(MaxAbsScaler(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=18, DecisionTreeClassifier__min_samples_split=19)',);2
86;0.7445487487;KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=uniform);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=24, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);1
87;0.7505489489;DecisionTreeClassifier(SelectFwe(MultinomialNB(input_matrix, MultinomialNB__alpha=0.001, MultinomialNB__fit_prior=True), SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16);1;1;0;('DecisionTreeClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.021), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=7, DecisionTreeClassifier__min_samples_split=16)',);3
88;0.7455477477;KNeighborsClassifier(MaxAbsScaler(input_matrix), KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);1;1;0;('KNeighborsClassifier(input_matrix, KNeighborsClassifier__n_neighbors=47, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);2
89;0.7415483483;LogisticRegression(MultinomialNB(FeatureAgglomeration(input_matrix, FeatureAgglomeration__affinity=cosine, FeatureAgglomeration__linkage=complete), MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=True), LogisticRegression__C=20.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2);1;1;0;('LogisticRegression(MultinomialNB(input_matrix, MultinomialNB__alpha=0.01, MultinomialNB__fit_prior=True), LogisticRegression__C=20.0, LogisticRegression__dual=False, LogisticRegression__penalty=l2)',);3
90;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12);1;1;0;('DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12)',);1
91;0.7415483483;DecisionTreeClassifier(SelectPercentile(FeatureAgglomeration(input_matrix, FeatureAgglomeration__affinity=l1, FeatureAgglomeration__linkage=complete), SelectPercentile__percentile=38), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10);1;1;0;('DecisionTreeClassifier(SelectPercentile(input_matrix, SelectPercentile__percentile=38), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=8, DecisionTreeClassifier__min_samples_leaf=12, DecisionTreeClassifier__min_samples_split=10)',);3
92;0.7505489489;DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=entropy, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12);1;1;0;('DecisionTreeClassifier(MultinomialNB(input_matrix, MultinomialNB__alpha=1.0, MultinomialNB__fit_prior=False), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=9, DecisionTreeClassifier__min_samples_leaf=8, DecisionTreeClassifier__min_samples_split=12)',);2
93;0.6487369369;GaussianNB(ZeroCount(RobustScaler(input_matrix)));2;1;0;('GaussianNB(RobustScaler(input_matrix))',);3
94;0.7505489489;KNeighborsClassifier(SelectFwe(BernoulliNB(input_matrix, BernoulliNB__alpha=10.0, BernoulliNB__fit_prior=False), SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance);2;1;0;('KNeighborsClassifier(SelectFwe(input_matrix, SelectFwe__alpha=0.024), KNeighborsClassifier__n_neighbors=94, KNeighborsClassifier__p=1, KNeighborsClassifier__weights=distance)',);3
95;0.7505489489;DecisionTreeClassifier(input_matrix, DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=16);2;1;1;('DecisionTreeClassifier(ZeroCount(input_matrix), DecisionTreeClassifier__criterion=gini, DecisionTreeClassifier__max_depth=7, DecisionTreeClassifier__min_samples_leaf=20, DecisionTreeClassifier__min_samples_split=16)',);1
